person_cluster,person_category,same_person_confidence,mentions,poems,counties,distinct_standard_lemmas,distinct_local_lemmas,distinct_word_normalised_forms,standard_lemma_counts,local_lemma_counts,word_normalised_counts,english_gloss_counts,county_counts,poems_with_multiple_standard_lemmas_in_cluster,example_multi_standard_poem_ids,same_person_note
Jacob / Jaak / Jaakko,given_name_family_or_biblical,medium,349,235,26,18,50,64,Jaakko (183); Jaak (103); Jakob (17); Jaakob (11); jaakko (9); Jaagup (7); jääk (4); Jaakup (2); Juakko (2); Jaakub (1); jäägid (1); Jakobile (1); Jaakobus (1); Jaagu (1); Jaag (1),Jaakko (140); Jaak (90); jaakko (13); Jakob (10); Jaako (8); Juakko (7); Jaagup (6); Jaagu (5); Joakko (5); juakko (5); Jakub (4); Jaakob (4); Jaakoppi (4); jaako (3); Jaakop (2); Jaag (2); Jaagul (2); jägu (2),Jaakko (95); Jaak (52); Jaagu (27); Jaakosta (22); Jaakkoon (19); Jakob (11); Jaagul (10); Jaakon (9); Juakko (8); Jakobile (7); Jaakolleni (7); Jaagupi (5); Jaaku (4); jaakosta (4); Jaakoon (3); Jaakoppi (3); jaakkoon (3); Jaakule (2),Jacob (91); Jaak (42); Jaakko (38); Jaak's (19); Jacob's (12); James (12); Jaakko's (11); to Jacob (7); from Jaakko (7); Juakko (7); to Jaakko (7); from James (7),Itä- ja Pohjois-Inkeri (34); Pohjois-Karjala (33); Viljandimaa (32); Kainuu (20); Laatokan Karjala (Raja-Karjala) (18); Pärnumaa (17); Tartumaa (16); Saaremaa (16); Etelä-Karjala (16); Võrumaa (15),1,239222,Jacob/Jaak/Jaakko equivalents.
Mai,unmapped_possible_person_name,low,319,105,11,1,7,16,Mai (319),Mai (261); Maie (39); maie (12); mai (3); Maiene (2); Maiekõn (1); Maiega (1),Mai (148); Maie (114); Maile (14); maiel (9); Maid (9); Maiele (7); Maiega (4); Maiene (3); Maied (2); Maiel (2); Maielt (2); mai (1); Maikest (1); Mail (1); Maiesta (1); Maiga (1),Mai (194); Maie (44); Mai's (38); to Mai (17); O Mai (6); Maie's (4); with Mai (4); from Mai (3); Maie (name) (2); May (2); Maies (1); with Maie (1),Virumaa (79); Viljandimaa (57); Tartumaa (50); Harjumaa (41); Järvamaa (34); Pärnumaa (26); Võrumaa (17); Läänemaa (6); Saaremaa (4); Setumaa (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kai,unmapped_possible_person_name,low,317,190,12,1,8,17,Kai (315),Kai (243); Kaie (46); kaie (10); kai (9); kaielt (3); Kaiele (2); kaiõ (1); Kae (1),Kai (174); Kaie (94); Kaiele (9); Kaile (9); Kaiel (4); Kail (4); Kaid (4); kai (3); kaie (3); Kaielt (3); Kaied (2); Kaiest (2); Kait (2); Kai_l (1); Kaieke (1); Kaiedelle (1); Kaiekene (1),Kai (172); Kai's (68); Kaie (28); to Kai (18); Kaie's (12); on Kai (5); from Kai (4); of Kai (3); Kaies (1); Kaie (name) (1); to-Kai (1); of Kay (1),Virumaa (74); Tartumaa (50); Viljandimaa (46); Harjumaa (45); Järvamaa (36); Pärnumaa (19); Läänemaa (18); Võrumaa (10); Saaremaa (3); Setumaa (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Ilmarinen,mythic_epic,high,299,159,17,5,40,34,Ilmarinen (288); Ilmari (6); (as above) (3); (prop.name) (1); Ilmar (1),Ilmarinen (179); Ilmari (11); ilmolline (8); Ilmovoinen (7); Ilimarinen (6); Ilmarinta (6); Ilmollinen (6); Ilmoninen (5); Ilmarin (5); Ilmorinen (5); Ilmarine (4); ilmollinen (4); Ilmaroi (4); Ilmollini (4); ilmarisen (3); ilmarinen (3); ilmollini (3); ilmarini (3),Ilmarinen (191); Ilmarisen (25); Ilmarin (17); ilmarinen (7); Ilimarinen (5); Ilmollinen (5); Ilmarinta (5); Ilmarineni (4); Ilmollini (4); Ilmovoinen (4); Ilmari (3); Ilmariseni (3); Ilmaroinen (2); Ismaroinen (2); Ilmaro (2); Ilmovolla (2); Ilmariselle (1); Ilmärinen (1),Ilmarinen (229); Ilmarinen's (43); celestial (4); my Ilmarinen (3); Ilmollini (3); to Ilmarinen (2); Ilmarinens (2); my Ilmari's (2); at Ilmarinen's (2); of Ilmarinen (2); Ilmar's (1); of Elijah (1),Pohjois-Karjala (101); Laatokan Karjala (Raja-Karjala) (65); Aunus (22); Pohjois-Savo (19); Kainuu (18); Etelä-Savo (13); Itä- ja Pohjois-Inkeri (13); Keski-Inkeri (12); Länsi-Inkeri (10); Satakunta (5),2,25784; 30589,Epic figure; variants are very likely the same character.
Lemminkäinen,mythic_epic,high,269,81,9,8,40,25,Lemminkäinen (241); Lemminkäistä (8); lemminkäinen (6); Lemmingäinen (5); lempi & -inen (3); Lämminkäinen (2); lemminkäistä (2); Lemminkäisen (2),Lemminkäinen (172); lemminkäinen (9); lemminkäin+ni (7); lemminkäistä (7); lemminkäin (5); lemminkäine (5); lemminkäisen (5); Lemminkäini (4); Lemminkäin+tä (4); Lemminkäin (4); Lemmingäinen (4); Lemmingi (3); lemminkäin+en (3); Lemminkäine (3); lemmingäinen (3); lämminkäinen (2); lemmiŋgäistä (2); lemmingäinj (2),Lemminkäinen (124); Lemminkäisen (57); Lemminkäistä (43); lemminkäistä (5); Lemmingäistä (5); Lämminkäinen (4); Lemminkäine (4); Lemmingäisen (4); lemminkäinen (3); Lemmingäine (3); Lemmingi (2); Lemminkäini (2); Lemmingiga (1); Lemming (1); Lemminkäisellä (1); lemminkäine (1); Lemminköineni (1); lemmingäinen (1),Lemminkäinen (176); Lemminkäinen's (55); Lemmingäinen (8); Lemmingäinen's (5); Lemminkäistä (4); Lemming's (2); with Lemminkäinen (2); of Lemminkäinen (2); Leminkäinen (2); [hero name] (2); with Lemming (1); Lemming (1),Aunus (82); Laatokan Karjala (Raja-Karjala) (78); Viena (36); Pohjois-Karjala (29); Keski-Suomi (18); Varsinais-Suomi (17); Harjumaa (4); Pohjois-Savo (4); Itä- ja Pohjois-Inkeri (1),4,5658; 5661; 31371; 223516,Epic figure; variants are very likely the same character.
Joukamoinen / Joukahainen,mythic_epic,medium,265,97,14,9,47,28,Joukahainen (191); Joukamoinen (64); jouka & hainen (3); (Joukahainen) (2); Joukahaisen (1); Joukahaiselle (1); Joukahaisella (1); (unknown deity) (1); joukamoinen (1),Joukamoinen (75); Joukahainen (61); Joukahaini (15); Joukamoin (15); Jougamoinen (9); jougamone (7); joukahaini (6); Jougahainen (6); joukamoinen (4); joukahaisen (3); Joukavainen (3); jougahoine (3); joukamoiselle (3); Jogamoinen (3); jogamone (3); jougamone+lla (3); Joukkamoinen (3); joukamoise-n (2),Joukahainen (89); Joukamoinen (71); Joukahaisen (32); Joukamoisen (16); Jougamoinen (6); Joukamoiselle (5); Joukahaini (4); Joukahaiselta (3); Jongamoine (3); Jougamoisen (3); Jougamone (3); Jougamosella (3); Joukahamoinen (3); Joukkamoinen (3); Joukahaiselle (2); Joukamoin (2); Joukkahaalle (2); Jougahainen (2),Joukahainen (122); Joukamoinen (61); Joukahainen's (29); Joukamoinen's (17); Jougamoinen (6); from Joukahainen (4); to Joukahainen (4); to Joukamoinen (3); with Jougamone (3); Joukkamoinen (3); Joukahaisen (2); with Joukahainen (2),Laatokan Karjala (Raja-Karjala) (108); Pohjois-Karjala (45); Viena (40); Aunus (25); Keski-Inkeri (24); Keski-Suomi (6); Itä- ja Pohjois-Inkeri (4); Kainuu (3); Pohjois-Pohjanmaa (3); Länsi-Inkeri (2),5,30605; 30638; 30647; 200858; 216212,Related epic-name variants; check poem context for exact identity.
Eve / Eeva,biblical_religious,medium,256,167,28,11,28,32,Eeva (187); aatto (55); Ieva (3); Eva (2); uatto (2); Eevan (2); eel (1); eeva (1); aaton (1); Teevi (1); hevonen (1),Eeva (140); aatto (47); Ieva (26); eeva (6); uatto (6); Eva (4); Eevakka (3); Eeba (2); oatto (2); ieva (2); eevage (1); eel (1); Eevat (1); eevakka (1); Eksa (1); Eevi (1); aaton (1); eevi (1),Eeva (111); aatto (48); Ieva (15); Eevan (14); Eevaa (8); Eevat (7); Eevansa (6); aaton (6); Eevad (5); Eevakka (4); Eevale (3); uatto (3); Ievan (3); Eevaga (2); Eva (2); Eevasta (2); Eevalle (2); Eevage (1),Eve (100); eve (52); Eve's (25); Eeva (25); Eva (8); eve's (6); Eves (5); his Eve (4); Eva's (3); Eevas (3); to Eve (3); Eve (object) (3),Satakunta (23); Itä- ja Pohjois-Inkeri (23); Etelä-Savo (19); Keski-Inkeri (19); Järvamaa (16); Etelä-Karjala (16); Pohjois-Pohjanmaa (12); Pärnumaa (11); Länsi-Inkeri (11); Pohjois-Savo (11),5,11890; 12788; 236936; 240010; 265053,Eve/Eeva variants.
Lauri,unmapped_possible_person_name,low,235,166,27,1,10,11,Lauri (235),Lauri (215); lauri (5); Lassi (3); laur (2); Laurim (2); laurin (2); Laurin (2); Lauren (2); Laari (1); lauri+m (1),Lauri (138); Laurin (79); Lauren (6); Lassi (3); Laur (2); laurin (2); Laurista (1); Laurille (1); Lauria (1); Lauri+lle (1); Laurilta (1),Lauri (132); Lauri's (94); Lassi (3); from Lauri (2); to Lauri (2); Laur (1); of Lauri (1),Etelä-Karjala (47); Itä- ja Pohjois-Inkeri (41); Aunus (19); Pohjois-Karjala (18); Etelä-Savo (15); Keski-Inkeri (14); Laatokan Karjala (Raja-Karjala) (13); Satakunta (7); Länsi-Inkeri (7); Pohjois-Savo (6),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Untamo,unmapped_possible_person_name,low,235,58,8,1,34,31,Untamo (235),Untamo (153); untamo (22); Untoi (13); Untomo (5); untoi (5); untamon (4); unttarin (3); Untroi (2); untamoin (2); Untamoi (2); Untomon (1); untamolta (1); Unnoiks (1); Unteriks (1); unttarill (1); untariilt (1); Unnoi (1); Undremoi (1),Untamo (100); Untamon (51); Untamolta (19); Untamolla (8); Untamoin (7); untamo (7); Untamoilta (5); Untamoiden (4); Untamoine (3); Untamoksi (3); Untamojen (3); Untamoilla (3); Untroi (2); Unto (2); Untamolle (2); Untamoinen (1); untamoinen (1); untamon (1),Untamo (118); Untamo's (65); from Untamo (21); with Untamo (4); at Untamo (4); from Untamo's (3); to Untamo (3); at Untamo's (2); Untamo clan's (2); of Untamo (2); Untamo had (1); in Unnoi (1),Länsi-Inkeri (59); Itä- ja Pohjois-Inkeri (58); Keski-Inkeri (46); Etelä-Karjala (41); Pohjois-Karjala (13); Aunus (8); välismaa (7); Laatokan Karjala (Raja-Karjala) (3),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kirsti,unmapped_possible_person_name,low,231,79,12,1,4,6,Kirsti (231),Kirsti (222); kirsti (7); Kirssti (1); Kirstina (1),Kirsti (211); Kirstin (16); Kirstillensä (1); Kirstilleen (1); Kirstinalle (1); Kirstiä (1),Kirsti (212); Kirsti's (15); to Kirsti (3); Kirsti (acc.) (1),Satakunta (146); Varsinais-Suomi (27); Häme (15); Pohjois-Karjala (12); Itä- ja Pohjois-Inkeri (11); Keski-Inkeri (10); Pohjois-Savo (3); Etelä-Karjala (2); Länsi-Inkeri (2); Pohjois-Pohjanmaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kaie,unmapped_possible_person_name,low,217,140,11,1,5,10,Kaie (216),Kaie (208); kaie (6); Kaiel (1); Kaiekesta (1); Kaie (proper noun) (1),Kaie (195); Kaiele (7); Kaiel (4); Kaiest (3); Kail (2); Kaied (2); kaiele (1); Kaiega (1); kaiega (1); Kaiekest (1),Kaie (184); Kaie's (12); to Kaie (7); on Kaie (3); from Kaie (3); for Kaie (1); with Kaie (1); (of) Kaie (1); Kaie (name) (1); at Kaie's (1); of Kaie (1); Kaies (1),Virumaa (48); Viljandimaa (35); Tartumaa (33); Pärnumaa (25); Järvamaa (24); Harjumaa (19); Läänemaa (14); Saaremaa (7); Võrumaa (6); välismaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Judas / Juudas,biblical_religious,high,187,140,22,11,16,23,Juudas (136); Juutas (23); juudas (10); juutas (9); Judas (2); Juutas (proper noun) (2); Juuda (1); Judah (1); juutas (piru) (1); Juugas (1); Juudas (Judas) (1),"Juutas (96); Juudas (42); juutas (16); juudas (12); Juuta (7); Juuda (3); juuttahalle (2); judaselle (1); juudastõ (1); hõbe (discarded), juudas (1); Juutasko (1); juudan (1); Juugas (1); Judas (1); Jutas (1); juutaksista (1)","Juutas (96); Juudas (40); juutas (10); juudas (6); Juuda (6); Juutaan (6); Juudakselle (4); Juudan (3); juuda (2); juutaste (1); Judasele (1); juudast (1); ""Juudas"" (1); Juutasko (1); Ju (1); Juutasta (1); Juugas (1); Juutaa (1)",Judas (120); devil (16); Devil (12); Judas's (8); Judah's (7); to Judas (3); Judas' (3); Judas/devil (3); Juudas (2); Juutas (2); to-Judas (2); from Judas (1),Pohjois-Karjala (56); Laatokan Karjala (Raja-Karjala) (45); Etelä-Savo (15); Tartumaa (9); Pohjois-Savo (9); Virumaa (7); Harjumaa (6); Võrumaa (5); Järvamaa (4); Pohjois-Pohjanmaa (4),2,202944; 206129,Judas/Juudas/Juutas variants.
Kaija,unmapped_possible_person_name,low,181,136,16,1,7,8,Kaija (181),Kaija (170); kaija (5); Kaijaa (2); Kaia (1); Kaijan (1); Kaijukka (1); Kaija (part) (1),Kaija (138); Kaijaa (24); Kaijan (13); Kaijjaa (2); Kaijalle (1); Kaijam (1); Kaijukkain (1); kaijan (1),Kaija (156); Kaija's (15); Kaija (name) (5); Kaija (object) (1); to Kaija (1); Kaia (1); Kate (1); of little Kaijus (1),Peräpohjola (36); Varsinais-Suomi (35); Häme (27); Satakunta (25); Pohjois-Pohjanmaa (21); Pohjois-Karjala (6); Keski-Suomi (6); Kainuu (5); Etelä-Pohjanmaa (5); Laatokan Karjala (Raja-Karjala) (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
(proper noun),unmapped_possible_person_name,low,171,89,25,1,122,126,(proper noun) (166),Hekko (10); Kiesus (7); Palaga (5); Klavus (3); Osmero (3); Unno (3); Venna (3); Miku (2); Junts (2); (proper noun) (2); Moissei (2); Kirsti (2); Kippar (2); Kappar (2); Ukslar (2); Ynttikyntti (2); Frätsperi (2); Kuppar (2),Hekko (10); Kiesuksen (7); Palaga (5); Osmeroilta (3); Unnon (3); Vennon (3); Miku (2); Juntsu (2); Moissei (2); Klavus (2); Kirsti (2); Kippar (2); Kappar (2); Ukslar (2); Ynttikyntti (2); Frätsperi (2); Kuppar (2); Ignat (2),Hekko (10); of Kiesus (6); Palaga (5); from Osmero's (3); (name) (3); of Unno (3); of Venna (3); Miku (2); Juntsu (2); Moissei (2); Klavus (2); Kirsti (2),Länsi-Inkeri (35); Keski-Inkeri (23); Varsinais-Suomi (20); Itä- ja Pohjois-Inkeri (17); Pohjois-Karjala (9); Häme (7); Satakunta (7); Vepsäläisalueet (6); Laatokan Karjala (Raja-Karjala) (5); Tartumaa (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Maie,unmapped_possible_person_name,low,165,74,10,1,4,11,Maie (164),Maie (155); maie (6); Mai (3); Maie (proper noun) (1),Maie (144); Maiel (6); Maiele (5); Maiega (3); Maiekõst (1); maiele (1); Mai (1); maiest (1); maiel (1); Maied (1); Maielt (1),Maie (138); Maie's (7); to Maie (6); with Maie (3); from Maie (2); at Maie's (2); Mai (2); of Maie (1); Maies (1); Maie (name) (1); (to) Maie (1); Maie (personal name) (1),Virumaa (66); Pärnumaa (26); Viljandimaa (26); Järvamaa (12); Tartumaa (8); Võrumaa (7); Harjumaa (7); välismaa (5); Saaremaa (5); Läänemaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tapio,mythic_deity,high,153,108,14,3,20,26,Tapio (136); Tapiola (16); Tapioinen (1),Tapio (111); Tapiola (12); Tapion (8); tapion (5); tapio (2); Tapani (1); Tapionpa (1); Tapio-pa (1); Tapivo (1); Taprio (1); tapiolaan (1); tapiolan (1); Taivo (1); Taivu (1); Tapiolasta (1); tapiolah (1); Tabio (1); Tapiolla (1),Tapion (87); Tapio (22); Tapiolan (7); Tapiolle (4); Tapiola (3); Tapiolasta (3); Tapiolaan (3); Tapiolla (2); Tapionpa (2); tapion (2); Tapiolta (2); Tapiolassa (2); Tapiota (1); Tapani (1); Tapiosta (1); Tapionin (1); Tapivon (1); Taprion (1),Tapio's (83); Tapio (23); of Tapio (15); Tapiola (3); from Tapio's (3); from Tapio (3); to Tapio (3); to Tapiola (2); at Tapio's (2); in Tapiola (2); forest/Tapio (1); (in/at) Tapio's domain (1),Laatokan Karjala (Raja-Karjala) (53); Pohjois-Karjala (45); Etelä-Savo (17); Pohjois-Savo (11); Aunus (5); Häme (4); Kainuu (4); Keski-Suomi (3); Varsinais-Suomi (1); Viena (1),3,27281; 27282; 38869,Forest deity/personified figure.
Sarah / Saara,given_name_family_or_biblical,medium,144,93,22,8,13,16,Saara (111); säär (15); säärä (7); saara (6); Saaran (2); Saaraa (1); Saara (PN) (1); Saara/saari (1),Saara (105); säärel (10); saara (9); säärä (5); säär (3); Saaran (3); sääre (2); Saaraa (2); saaraa (1); Saara-n (1); sääret (1); siäret (1); sara (1),Saara (77); Saaraa (24); Saaran (11); säärel (10); sääret (5); Saaralle (4); sääre (2); sääred (2); saara (2); säärest (1); säärä (1); Saran (1); saaraa (1); Saaralla (1); säärät (1); saaralle (1),Saara (88); on shin (10); Saara's (7); shins (4); Sarah (4); Sarah's (4); to Saara (4); Sara (3); Saara (bird) (3); shin (2); Saara (obj.) (2); legs (2),Etelä-Karjala (49); Peräpohjola (23); Läänemaa (14); Satakunta (6); Etelä-Savo (6); Länsi-Inkeri (5); Häme (5); Harjumaa (4); Pohjois-Pohjanmaa (4); Varsinais-Suomi (4),1,223998,Sarah/Saara equivalents.
Alli,unmapped_possible_person_name,low,128,105,19,1,5,9,Alli (128),Alli (123); Alli+n (2); Alli (gen) (1); Alli (nom.) (1); alli (1),Allin (105); Alli (13); Allia (3); Allilla (2); Alliga (1); allin (1); Allil (1); Aa-aa-Allin (1); allia (1),Alli's (100); Alli (17); Alli (name) (4); of Alli (3); at Alli's (2); with Alli (1); Allin (1),Peräpohjola (18); Häme (17); Keski-Suomi (16); Pohjois-Karjala (15); Etelä-Savo (11); Etelä-Karjala (10); Pohjois-Savo (7); Laatokan Karjala (Raja-Karjala) (5); Läänemaa (4); Satakunta (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Malle,unmapped_possible_person_name,low,124,77,11,1,8,6,Malle (124),Malle (109); malle (9); mallelt (1); Malle (name) (1); malla (1); mallele (1); Mall (1); Mallel (1),Malle (94); Mallele (23); Mallel (4); Mallega (1); Mallelt (1); Mall (1),Malle (79); to Malle (24); Malle's (16); with Malle (1); at Malle's (1); from Malle (1); Malle (name) (1); on Malle (1),Virumaa (35); Viljandimaa (30); Läänemaa (15); Tartumaa (12); Järvamaa (10); Pärnumaa (6); Harjumaa (5); Saaremaa (4); Võrumaa (3); välismaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kalle,unmapped_possible_person_name,low,123,90,19,1,5,9,Kalle (123),Kalle (118); kalle-n (2); Källe (1); kalle (1); Kalle-lla (1),Kalle (89); Kallen (26); Kallelle (2); Kallelt (1); Kallele (1); Källe (1); Kallella (1); Kallee (1); Kallesta (1),Kalle (89); Kalle's (26); Kalle (name) (2); to Kalle (2); from Kalle (1); Källe (1); Kalle/Precious (1); at Kalle's (1),Satakunta (25); Häme (21); Varsinais-Suomi (13); Etelä-Karjala (11); Kainuu (9); Peräpohjola (6); Etelä-Savo (5); Uusimaa (5); Laatokan Karjala (Raja-Karjala) (4); Pohjois-Savo (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Tiiu,unmapped_possible_person_name,low,120,76,9,1,3,4,Tiiu (120),Tiiu (117); tiiu (2); Tiiu (proper noun) (1),Tiiu (114); Tiiut (3); tiiu (2); Tiiul (1),Tiiu (116); Tiiu's (2); at Tiiu (1); (name) (1),Viljandimaa (26); Saaremaa (22); Harjumaa (21); Läänemaa (17); Pärnumaa (15); Virumaa (9); Järvamaa (3); Tartumaa (3); Võrumaa (2),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Esko,unmapped_possible_person_name,low,108,100,13,1,8,10,Esko (108),Esko (63); Eskon (34); eskon (5); esko (2); Eskeli (1); Eskan (1); Eskoo (1); Esko-ki (1),Eskon (75); eskon (12); Esko (9); Eskolle (4); Eskoa (3); Eskelistä (1); Eskolla (1); Eskan (1); Eskokin (1); Eskoo (1),Esko's (86); Esko (12); to Esko (4); Esko (name) (2); from Esko (1); at Esko's (1); Esko (obj.) (1); Esko-too (1),Satakunta (32); Häme (19); Peräpohjola (11); Uusimaa (7); Pohjois-Karjala (7); Etelä-Karjala (6); Etelä-Pohjanmaa (5); Pohjois-Pohjanmaa (5); Etelä-Savo (4); Pohjois-Savo (4),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Killi,unmapped_possible_person_name,low,98,40,11,1,2,5,Killi (98),Killi (97); killi (1),Killi (85); Killiä (6); Killin (4); Killii (2); Killiin (1),Killi (92); Killi's (3); Killi (name) (1); Killi (animal name) (1); to Killi (1),Varsinais-Suomi (59); Häme (10); Keski-Suomi (9); Satakunta (5); Etelä-Savo (3); Uusimaa (3); Pohjois-Karjala (3); Etelä-Karjala (2); Pohjois-Pohjanmaa (2); Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
